State,Month,MajorEligibilityGroup,CountEnrolled,DQUnusable
New York,201711,Unknown,26,
New York,201712,Children,"2,634,047",
New York,201712,Adult expansion group,"2,039,034",
New York,201712,Adult,"709,214",
New York,201712,Aged,"706,710",
New York,201712,Persons with disabilities,"639,776",
New York,201712,COVID newly-eligible,0,
New York,201712,Unknown,23,
New York,201801,Children,"2,650,423",
New York,201801,Adult expansion group,"2,049,535",
New York,201801,Adult,"714,692",
New York,201801,Aged,"706,503",
New York,201801,Persons with disabilities,"639,080",
New York,201801,COVID newly-eligible,0,
New York,201801,Unknown,22,
New York,201802,Children,"2,654,756",
New York,201802,Adult expansion group,"2,045,864",
New York,201802,Adult,"716,355",
New York,201802,Aged,"707,272",
New York,201802,Persons with disabilities,"638,545",
New York,201802,COVID newly-eligible,0,
New York,201802,Unknown,24,
New York,201803,Children,"2,668,764",
New York,201803,Adult expansion group,"2,046,082",
New York,201803,Adult,"718,710",
New York,201803,Aged,"709,284",
New York,201803,Persons with disabilities,"639,086",
New York,201803,COVID newly-eligible,0,
New York,201803,Unknown,23,
New York,201804,Children,"2,674,651",
New York,201804,Adult expansion group,"2,045,792",
New York,201804,Adult,"720,454",
New York,201804,Aged,"709,973",
New York,201804,Persons with disabilities,"638,428",
New York,201804,COVID newly-eligible,0,
New York,201804,Unknown,19,
New York,201805,Children,"2,679,799",
New York,201805,Adult expansion group,"2,043,882",
New York,201805,Adult,"722,142",
New York,201805,Aged,"712,684",
New York,201805,Persons with disabilities,"638,302",
New York,201805,COVID newly-eligible,0,
New York,201805,Unknown,27,
New York,201806,Children,"2,685,420",
New York,201806,Adult expansion group,"2,038,448",
New York,201806,Adult,"725,754",
New York,201806,Aged,"714,918",
New York,201806,Persons with disabilities,"637,989",
New York,201806,COVID newly-eligible,0,
New York,201806,Unknown,24,
New York,201807,Children,"2,688,256",
New York,201807,Adult expansion group,"2,035,884",
New York,201807,Adult,"730,942",
New York,201807,Aged,"719,267",
New York,201807,Persons with disabilities,"637,791",
New York,201807,COVID newly-eligible,0,
New York,201807,Unknown,26,
New York,201808,Children,"2,686,924",
New York,201808,Adult expansion group,"2,032,632",
New York,201808,Adult,"737,800",
New York,201808,Aged,"721,133",
New York,201808,Persons with disabilities,"636,768",
New York,201808,COVID newly-eligible,0,
New York,201808,Unknown,27,
New York,201809,Children,"2,686,413",
New York,201809,Adult expansion group,"2,026,860",
New York,201809,Adult,"742,137",
New York,201809,Aged,"723,509",
New York,201809,Persons with disabilities,"635,804",
New York,201809,COVID newly-eligible,0,
New York,201809,Unknown,30,
New York,201810,Children,"2,691,071",
New York,201810,Adult expansion group,"2,026,283",
New York,201810,Adult,"749,036",
New York,201810,Aged,"727,433",
New York,201810,Persons with disabilities,"635,173",
New York,201810,COVID newly-eligible,0,
New York,201810,Unknown,30,
New York,201811,Children,"2,696,164",
New York,201811,Adult expansion group,"2,023,266",
New York,201811,Adult,"753,631",
New York,201811,Aged,"727,108",
New York,201811,Persons with disabilities,"633,843",
New York,201811,COVID newly-eligible,0,
New York,201811,Unknown,28,
New York,201812,Children,"2,695,187",
New York,201812,Adult expansion group,"2,022,500",
New York,201812,Adult,"758,705",
New York,201812,Aged,"728,836",
New York,201812,Persons with disabilities,"632,617",
New York,201812,COVID newly-eligible,0,
New York,201812,Unknown,25,
New York,201901,Children,"2,701,470",
New York,201901,Adult expansion group,"2,027,798",
New York,201901,Adult,"766,936",
New York,201901,Aged,"730,674",
New York,201901,Persons with disabilities,"631,924",
New York,201901,COVID newly-eligible,0,
New York,201901,Unknown,27,
New York,201902,Children,"2,699,320",
New York,201902,Adult expansion group,"2,019,461",
New York,201902,Adult,"769,451",
New York,201902,Aged,"730,535",
New York,201902,Persons with disabilities,"630,588",
New York,201902,COVID newly-eligible,0,
New York,201902,Unknown,33,
New York,201903,Children,"2,702,415",
New York,201903,Adult expansion group,"2,017,590",
New York,201903,Adult,"773,791",
New York,201903,Aged,"733,647",
New York,201903,Persons with disabilities,"629,971",
New York,201903,COVID newly-eligible,0,
New York,201903,Unknown,32,
New York,201904,Children,"2,698,902",
New York,201904,Adult expansion group,"2,015,035",
New York,201904,Adult,"777,383",
New York,201904,Aged,"735,485",
New York,201904,Persons with disabilities,"628,886",
New York,201904,COVID newly-eligible,0,
New York,201904,Unknown,33,
New York,201905,Children,"2,699,229",
New York,201905,Adult expansion group,"2,013,382",
New York,201905,Adult,"782,752",
New York,201905,Aged,"736,966",
New York,201905,Persons with disabilities,"627,923",
New York,201905,COVID newly-eligible,0,
New York,201905,Unknown,36,
New York,201906,Children,"2,697,672",
New York,201906,Adult expansion group,"2,009,057",
New York,201906,Adult,"783,845",
New York,201906,Aged,"738,582",
New York,201906,Persons with disabilities,"626,867",
New York,201906,COVID newly-eligible,0,
New York,201906,Unknown,34,
New York,201907,Children,"2,695,622",
New York,201907,Adult expansion group,"2,007,593",
New York,201907,Adult,"787,040",
New York,201907,Aged,"741,899",
New York,201907,Persons with disabilities,"625,952",
New York,201907,COVID newly-eligible,0,
New York,201907,Unknown,31,
New York,201908,Children,"2,697,152",
New York,201908,Adult expansion group,"2,003,923",
New York,201908,Adult,"787,407",
New York,201908,Aged,"743,714",
New York,201908,Persons with disabilities,"624,474",
New York,201908,COVID newly-eligible,0,
New York,201908,Unknown,27,
New York,201909,Children,"2,699,032",
New York,201909,Adult expansion group,"1,996,750",
New York,201909,Adult,"787,021",
New York,201909,Aged,"747,901",
New York,201909,Persons with disabilities,"623,760",
New York,201909,COVID newly-eligible,0,
New York,201909,Unknown,25,
New York,201910,Children,"2,699,175",
New York,201910,Adult expansion group,"1,991,986",
New York,201910,Adult,"787,493",
New York,201910,Aged,"748,875",
New York,201910,Persons with disabilities,"622,193",
New York,201910,COVID newly-eligible,0,
New York,201910,Unknown,34,
New York,201911,Children,"2,694,099",
New York,201911,Adult expansion group,"1,981,463",
New York,201911,Adult,"784,208",
New York,201911,Aged,"749,883",
New York,201911,Persons with disabilities,"620,814",
New York,201911,COVID newly-eligible,0,
New York,201911,Unknown,35,
New York,201912,Children,"2,689,654",
New York,201912,Adult expansion group,"1,976,078",
New York,201912,Adult,"783,007",
New York,201912,Aged,"751,323",
New York,201912,Persons with disabilities,"619,626",
New York,201912,COVID newly-eligible,0,
New York,201912,Unknown,35,
New York,202001,Children,"2,330,408",
New York,202001,Adult expansion group,"1,983,175",
New York,202001,Adult,"787,494",
New York,202001,Aged,"752,771",
New York,202001,Persons with disabilities,"619,565",
New York,202001,COVID newly-eligible,0,
New York,202001,Unknown,31,
New York,202002,Children,"2,329,807",
New York,202002,Adult expansion group,"1,982,303",
New York,202002,Adult,"787,237",
New York,202002,Aged,"754,743",
New York,202002,Persons with disabilities,"618,336",
New York,202002,COVID newly-eligible,0,
New York,202002,Unknown,27,
New York,202003,Children,"2,330,663",
New York,202003,Adult expansion group,"1,996,979",
New York,202003,Adult,"790,863",
New York,202003,Aged,"756,053",
New York,202003,Persons with disabilities,"616,980",
New York,202003,COVID newly-eligible,0,
New York,202003,Unknown,24,
New York,202004,Children,"2,353,737",
New York,202004,Adult expansion group,"2,066,533",
New York,202004,Adult,"811,929",
New York,202004,Aged,"753,650",
New York,202004,Persons with disabilities,"615,813",
New York,202004,COVID newly-eligible,0,
New York,202004,Unknown,22,
New York,202005,Children,"2,377,053",
New York,202005,Adult expansion group,"2,121,714",
New York,202005,Adult,"830,532",
New York,202005,Aged,"742,858",
New York,202005,Persons with disabilities,"615,380",
New York,202005,COVID newly-eligible,0,
New York,202005,Unknown,26,
New York,202006,Children,"2,393,772",
New York,202006,Adult expansion group,"2,165,715",
New York,202006,Adult,"847,070",
New York,202006,Aged,"745,105",
New York,202006,Persons with disabilities,"615,890",
New York,202006,COVID newly-eligible,0,
New York,202006,Unknown,19,
New York,202007,Children,"2,411,761",
New York,202007,Adult expansion group,"2,206,561",
New York,202007,Adult,"863,727",
New York,202007,Aged,"751,946",
New York,202007,Persons with disabilities,"616,257",
New York,202007,COVID newly-eligible,0,
New York,202007,Unknown,26,
New York,202008,Children,"2,423,579",
New York,202008,Adult expansion group,"2,243,043",
New York,202008,Adult,"878,420",
New York,202008,Aged,"757,234",
New York,202008,Persons with disabilities,"616,169",
New York,202008,COVID newly-eligible,0,
New York,202008,Unknown,25,
New York,202009,Children,"2,438,080",
New York,202009,Adult expansion group,"2,278,249",
New York,202009,Adult,"892,471",
New York,202009,Aged,"762,161",
New York,202009,Persons with disabilities,"615,006",
New York,202009,COVID newly-eligible,0,
New York,202009,Unknown,21,
New York,202010,Children,"2,450,256",
New York,202010,Adult expansion group,"2,309,976",
New York,202010,Adult,"904,086",
New York,202010,Aged,"767,007",
New York,202010,Persons with disabilities,"613,974",
New York,202010,COVID newly-eligible,0,
New York,202010,Unknown,22,
New York,202011,Children,"2,459,553",
New York,202011,Adult expansion group,"2,347,283",
New York,202011,Adult,"916,360",
New York,202011,Aged,"770,471",
New York,202011,Persons with disabilities,"612,431",
New York,202011,COVID newly-eligible,0,
New York,202011,Unknown,18,
New York,202012,Children,"2,473,490",
New York,202012,Adult expansion group,"2,401,136",
New York,202012,Adult,"933,820",
New York,202012,Aged,"773,252",
New York,202012,Persons with disabilities,"611,234",
New York,202012,COVID newly-eligible,0,
New York,202012,Unknown,17,
North Carolina,201601,Children,"1,217,765",
North Carolina,201601,Adult expansion group,0,
North Carolina,201601,Adult,"354,140",
North Carolina,201601,Aged,"170,282",
North Carolina,201601,Persons with disabilities,"354,275",
North Carolina,201601,COVID newly-eligible,0,
North Carolina,201601,Unknown,DS,
North Carolina,201602,Children,"1,223,669",
North Carolina,201602,Adult expansion group,0,
North Carolina,201602,Adult,"358,691",
North Carolina,201602,Aged,"170,364",
North Carolina,201602,Persons with disabilities,"355,139",
North Carolina,201602,COVID newly-eligible,0,
North Carolina,201602,Unknown,DS,
North Carolina,201603,Children,"1,230,123",
North Carolina,201603,Adult expansion group,0,
North Carolina,201603,Adult,"364,004",
North Carolina,201603,Aged,"170,891",
North Carolina,201603,Persons with disabilities,"356,073",
North Carolina,201603,COVID newly-eligible,0,
North Carolina,201603,Unknown,DS,
North Carolina,201604,Children,"1,232,001",
North Carolina,201604,Adult expansion group,0,
North Carolina,201604,Adult,"367,423",
North Carolina,201604,Aged,"171,156",
North Carolina,201604,Persons with disabilities,"354,537",
North Carolina,201604,COVID newly-eligible,0,
North Carolina,201604,Unknown,DS,
North Carolina,201605,Children,"1,233,545",
North Carolina,201605,Adult expansion group,0,
North Carolina,201605,Adult,"371,211",
North Carolina,201605,Aged,"171,328",
North Carolina,201605,Persons with disabilities,"354,016",
North Carolina,201605,COVID newly-eligible,0,
North Carolina,201605,Unknown,DS,
North Carolina,201606,Children,"1,235,545",
North Carolina,201606,Adult expansion group,0,
North Carolina,201606,Adult,"375,431",
North Carolina,201606,Aged,"171,766",
North Carolina,201606,Persons with disabilities,"354,550",
North Carolina,201606,COVID newly-eligible,0,
North Carolina,201606,Unknown,DS,
North Carolina,201607,Children,"1,237,771",
North Carolina,201607,Adult expansion group,0,
North Carolina,201607,Adult,"379,239",
North Carolina,201607,Aged,"172,293",
North Carolina,201607,Persons with disabilities,"353,900",
North Carolina,201607,COVID newly-eligible,0,
North Carolina,201607,Unknown,DS,
North Carolina,201608,Children,"1,245,418",
North Carolina,201608,Adult expansion group,0,
North Carolina,201608,Adult,"385,261",
North Carolina,201608,Aged,"172,880",
North Carolina,201608,Persons with disabilities,"354,562",
North Carolina,201608,COVID newly-eligible,0,
North Carolina,201608,Unknown,DS,
North Carolina,201609,Children,"1,249,712",
North Carolina,201609,Adult expansion group,0,
North Carolina,201609,Adult,"389,548",
North Carolina,201609,Aged,"173,340",
North Carolina,201609,Persons with disabilities,"354,980",
North Carolina,201609,COVID newly-eligible,0,
North Carolina,201609,Unknown,DS,
North Carolina,201610,Children,"1,252,146",
North Carolina,201610,Adult expansion group,0,
North Carolina,201610,Adult,"393,495",
North Carolina,201610,Aged,"173,692",
North Carolina,201610,Persons with disabilities,"354,967",
North Carolina,201610,COVID newly-eligible,0,
North Carolina,201610,Unknown,DS,
North Carolina,201611,Children,"1,254,968",
North Carolina,201611,Adult expansion group,0,
North Carolina,201611,Adult,"397,724",
North Carolina,201611,Aged,"173,980",
North Carolina,201611,Persons with disabilities,"355,238",
North Carolina,201611,COVID newly-eligible,0,
North Carolina,201611,Unknown,DS,
North Carolina,201612,Children,"1,256,851",
North Carolina,201612,Adult expansion group,0,
North Carolina,201612,Adult,"401,748",
North Carolina,201612,Aged,"174,267",
North Carolina,201612,Persons with disabilities,"355,280",
North Carolina,201612,COVID newly-eligible,0,
North Carolina,201612,Unknown,DS,
North Carolina,201701,Children,"1,259,245",
North Carolina,201701,Adult expansion group,0,
North Carolina,201701,Adult,"406,798",
North Carolina,201701,Aged,"173,786",
North Carolina,201701,Persons with disabilities,"355,132",
North Carolina,201701,COVID newly-eligible,0,
North Carolina,201701,Unknown,DS,
North Carolina,201702,Children,"1,259,505",
North Carolina,201702,Adult expansion group,0,
North Carolina,201702,Adult,"409,461",
North Carolina,201702,Aged,"173,801",
North Carolina,201702,Persons with disabilities,"355,318",
North Carolina,201702,COVID newly-eligible,0,
North Carolina,201702,Unknown,DS,
North Carolina,201703,Children,"1,260,257",
North Carolina,201703,Adult expansion group,0,
North Carolina,201703,Adult,"412,672",
North Carolina,201703,Aged,"174,128",
North Carolina,201703,Persons with disabilities,"355,405",
North Carolina,201703,COVID newly-eligible,0,
North Carolina,201703,Unknown,DS,
North Carolina,201704,Children,"1,258,434",
North Carolina,201704,Adult expansion group,0,
North Carolina,201704,Adult,"414,331",
North Carolina,201704,Aged,"173,983",
North Carolina,201704,Persons with disabilities,"355,022",
North Carolina,201704,COVID newly-eligible,0,
North Carolina,201704,Unknown,DS,
North Carolina,201705,Children,"1,258,188",
North Carolina,201705,Adult expansion group,0,
North Carolina,201705,Adult,"418,010",
North Carolina,201705,Aged,"174,355",
North Carolina,201705,Persons with disabilities,"355,148",
North Carolina,201705,COVID newly-eligible,0,
North Carolina,201705,Unknown,DS,
North Carolina,201706,Children,"1,257,625",
North Carolina,201706,Adult expansion group,0,
North Carolina,201706,Adult,"421,057",
North Carolina,201706,Aged,"174,592",
North Carolina,201706,Persons with disabilities,"355,334",
North Carolina,201706,COVID newly-eligible,0,
North Carolina,201706,Unknown,DS,
North Carolina,201707,Children,"1,257,605",
North Carolina,201707,Adult expansion group,0,
North Carolina,201707,Adult,"424,554",
North Carolina,201707,Aged,"175,148",
North Carolina,201707,Persons with disabilities,"355,538",
North Carolina,201707,COVID newly-eligible,0,
North Carolina,201707,Unknown,DS,
North Carolina,201708,Children,"1,260,936",
North Carolina,201708,Adult expansion group,0,
North Carolina,201708,Adult,"429,681",
North Carolina,201708,Aged,"175,619",
North Carolina,201708,Persons with disabilities,"355,813",
North Carolina,201708,COVID newly-eligible,0,
North Carolina,201708,Unknown,DS,
North Carolina,201709,Children,"1,261,305",
North Carolina,201709,Adult expansion group,0,
North Carolina,201709,Adult,"433,460",
North Carolina,201709,Aged,"175,991",
North Carolina,201709,Persons with disabilities,"355,016",
North Carolina,201709,COVID newly-eligible,0,
North Carolina,201709,Unknown,DS,
North Carolina,201710,Children,"1,261,799",
North Carolina,201710,Adult expansion group,0,
North Carolina,201710,Adult,"438,023",
North Carolina,201710,Aged,"176,612",
North Carolina,201710,Persons with disabilities,"355,278",
North Carolina,201710,COVID newly-eligible,0,
North Carolina,201710,Unknown,DS,
North Carolina,201711,Children,"1,264,063",
North Carolina,201711,Adult expansion group,0,
North Carolina,201711,Adult,"444,482",
North Carolina,201711,Aged,"177,159",
North Carolina,201711,Persons with disabilities,"355,086",
North Carolina,201711,COVID newly-eligible,0,
North Carolina,201711,Unknown,DS,
North Carolina,201712,Children,"1,264,383",
North Carolina,201712,Adult expansion group,0,
North Carolina,201712,Adult,"448,829",
North Carolina,201712,Aged,"177,732",
North Carolina,201712,Persons with disabilities,"354,839",
North Carolina,201712,COVID newly-eligible,0,
North Carolina,201712,Unknown,DS,
North Carolina,201801,Children,"1,265,950",
North Carolina,201801,Adult expansion group,0,
North Carolina,201801,Adult,"454,227",
North Carolina,201801,Aged,"177,592",
North Carolina,201801,Persons with disabilities,"354,769",
North Carolina,201801,COVID newly-eligible,0,
North Carolina,201801,Unknown,0,
North Carolina,201802,Children,"1,266,716",
North Carolina,201802,Adult expansion group,0,
North Carolina,201802,Adult,"457,596",
North Carolina,201802,Aged,"177,549",
North Carolina,201802,Persons with disabilities,"354,603",
North Carolina,201802,COVID newly-eligible,0,
North Carolina,201802,Unknown,0,
North Carolina,201803,Children,"1,269,027",
North Carolina,201803,Adult expansion group,0,
North Carolina,201803,Adult,"475,887",
North Carolina,201803,Aged,"178,135",
North Carolina,201803,Persons with disabilities,"354,138",
North Carolina,201803,COVID newly-eligible,0,
North Carolina,201803,Unknown,0,
North Carolina,201804,Children,"1,267,346",
North Carolina,201804,Adult expansion group,0,
North Carolina,201804,Adult,"479,046",
North Carolina,201804,Aged,"178,877",
North Carolina,201804,Persons with disabilities,"353,841",
North Carolina,201804,COVID newly-eligible,0,
North Carolina,201804,Unknown,0,
North Carolina,201805,Children,"1,265,899",
North Carolina,201805,Adult expansion group,0,
North Carolina,201805,Adult,"481,419",
North Carolina,201805,Aged,"179,714",
North Carolina,201805,Persons with disabilities,"353,811",
North Carolina,201805,COVID newly-eligible,0,
North Carolina,201805,Unknown,0,
North Carolina,201806,Children,"1,263,097",
North Carolina,201806,Adult expansion group,0,
North Carolina,201806,Adult,"483,028",
North Carolina,201806,Aged,"180,421",
North Carolina,201806,Persons with disabilities,"353,392",
North Carolina,201806,COVID newly-eligible,0,
North Carolina,201806,Unknown,0,
North Carolina,201807,Children,"1,262,297",
North Carolina,201807,Adult expansion group,0,
North Carolina,201807,Adult,"485,843",
North Carolina,201807,Aged,"181,433",
North Carolina,201807,Persons with disabilities,"353,338",
North Carolina,201807,COVID newly-eligible,0,
North Carolina,201807,Unknown,0,
North Carolina,201808,Children,"1,263,994",
North Carolina,201808,Adult expansion group,0,
North Carolina,201808,Adult,"490,060",
North Carolina,201808,Aged,"182,307",
North Carolina,201808,Persons with disabilities,"352,829",
North Carolina,201808,COVID newly-eligible,0,
North Carolina,201808,Unknown,0,
North Carolina,201809,Children,"1,260,436",
North Carolina,201809,Adult expansion group,0,
North Carolina,201809,Adult,"490,136",
North Carolina,201809,Aged,"182,722",
North Carolina,201809,Persons with disabilities,"351,588",
North Carolina,201809,COVID newly-eligible,0,
North Carolina,201809,Unknown,0,
North Carolina,201810,Children,"1,261,085",
North Carolina,201810,Adult expansion group,0,
North Carolina,201810,Adult,"494,036",
North Carolina,201810,Aged,"183,708",
North Carolina,201810,Persons with disabilities,"351,197",
North Carolina,201810,COVID newly-eligible,0,
North Carolina,201810,Unknown,DS,
North Carolina,201811,Children,"1,261,130",
North Carolina,201811,Adult expansion group,0,
North Carolina,201811,Adult,"497,073",
North Carolina,201811,Aged,"184,305",
North Carolina,201811,Persons with disabilities,"350,444",
North Carolina,201811,COVID newly-eligible,0,
North Carolina,201811,Unknown,DS,
North Carolina,201812,Children,"1,261,347",
North Carolina,201812,Adult expansion group,0,
North Carolina,201812,Adult,"499,875",
North Carolina,201812,Aged,"184,947",
North Carolina,201812,Persons with disabilities,"349,874",
North Carolina,201812,COVID newly-eligible,0,
North Carolina,201812,Unknown,DS,
North Carolina,201901,Children,"1,261,621",
North Carolina,201901,Adult expansion group,0,
North Carolina,201901,Adult,"502,764",
North Carolina,201901,Aged,"184,857",
North Carolina,201901,Persons with disabilities,"349,624",
North Carolina,201901,COVID newly-eligible,0,
North Carolina,201901,Unknown,DS,
North Carolina,201902,Children,"1,259,515",
North Carolina,201902,Adult expansion group,0,
North Carolina,201902,Adult,"503,502",
North Carolina,201902,Aged,"184,904",
North Carolina,201902,Persons with disabilities,"348,472",
North Carolina,201902,COVID newly-eligible,0,
North Carolina,201902,Unknown,DS,
North Carolina,201903,Children,"1,257,166",
North Carolina,201903,Adult expansion group,0,
North Carolina,201903,Adult,"502,916",
North Carolina,201903,Aged,"185,068",
North Carolina,201903,Persons with disabilities,"346,616",
North Carolina,201903,COVID newly-eligible,0,
North Carolina,201903,Unknown,0,
North Carolina,201904,Children,"1,255,506",
North Carolina,201904,Adult expansion group,0,
North Carolina,201904,Adult,"504,185",
North Carolina,201904,Aged,"185,665",
North Carolina,201904,Persons with disabilities,"346,176",
North Carolina,201904,COVID newly-eligible,0,
North Carolina,201904,Unknown,0,
North Carolina,201905,Children,"1,252,851",
North Carolina,201905,Adult expansion group,0,
North Carolina,201905,Adult,"504,852",
North Carolina,201905,Aged,"186,321",
North Carolina,201905,Persons with disabilities,"345,739",
North Carolina,201905,COVID newly-eligible,0,
North Carolina,201905,Unknown,0,
North Carolina,201906,Children,"1,248,726",
North Carolina,201906,Adult expansion group,0,
North Carolina,201906,Adult,"504,863",
North Carolina,201906,Aged,"187,036",
North Carolina,201906,Persons with disabilities,"345,143",
North Carolina,201906,COVID newly-eligible,0,
North Carolina,201906,Unknown,0,
North Carolina,201907,Children,"1,248,537",
North Carolina,201907,Adult expansion group,0,
North Carolina,201907,Adult,"506,013",
North Carolina,201907,Aged,"188,078",
North Carolina,201907,Persons with disabilities,"345,054",
North Carolina,201907,COVID newly-eligible,0,
North Carolina,201907,Unknown,0,
North Carolina,201908,Children,"1,248,656",
North Carolina,201908,Adult expansion group,0,
North Carolina,201908,Adult,"507,401",
North Carolina,201908,Aged,"188,848",
North Carolina,201908,Persons with disabilities,"344,639",
North Carolina,201908,COVID newly-eligible,0,
North Carolina,201908,Unknown,0,
North Carolina,201909,Children,"1,246,336",
North Carolina,201909,Adult expansion group,0,
North Carolina,201909,Adult,"507,272",
North Carolina,201909,Aged,"189,542",
North Carolina,201909,Persons with disabilities,"343,899",
North Carolina,201909,COVID newly-eligible,0,
North Carolina,201909,Unknown,0,
North Carolina,201910,Children,"1,244,407",
North Carolina,201910,Adult expansion group,0,
North Carolina,201910,Adult,"507,935",
North Carolina,201910,Aged,"190,509",
North Carolina,201910,Persons with disabilities,"343,594",
North Carolina,201910,COVID newly-eligible,0,
North Carolina,201910,Unknown,0,
North Carolina,201911,Children,"1,241,508",
North Carolina,201911,Adult expansion group,0,
North Carolina,201911,Adult,"508,235",
North Carolina,201911,Aged,"190,993",
North Carolina,201911,Persons with disabilities,"342,367",
North Carolina,201911,COVID newly-eligible,0,
North Carolina,201911,Unknown,0,
North Carolina,201912,Children,"1,239,922",
North Carolina,201912,Adult expansion group,0,
North Carolina,201912,Adult,"508,966",
North Carolina,201912,Aged,"191,480",
North Carolina,201912,Persons with disabilities,"341,558",
North Carolina,201912,COVID newly-eligible,0,
North Carolina,201912,Unknown,0,
North Carolina,202001,Children,"1,238,394",
North Carolina,202001,Adult expansion group,0,
North Carolina,202001,Adult,"509,646",
North Carolina,202001,Aged,"191,231",
North Carolina,202001,Persons with disabilities,"342,388",
North Carolina,202001,COVID newly-eligible,0,
North Carolina,202001,Unknown,0,
North Carolina,202002,Children,"1,234,751",
North Carolina,202002,Adult expansion group,0,
North Carolina,202002,Adult,"510,031",
North Carolina,202002,Aged,"191,471",
North Carolina,202002,Persons with disabilities,"341,710",
North Carolina,202002,COVID newly-eligible,0,
North Carolina,202002,Unknown,0,
North Carolina,202003,Children,"1,233,759",
North Carolina,202003,Adult expansion group,0,
North Carolina,202003,Adult,"513,640",
North Carolina,202003,Aged,"191,917",
North Carolina,202003,Persons with disabilities,"340,128",
North Carolina,202003,COVID newly-eligible,0,
North Carolina,202003,Unknown,0,
North Carolina,202004,Children,"1,244,412",
North Carolina,202004,Adult expansion group,0,
North Carolina,202004,Adult,"529,160",
North Carolina,202004,Aged,"193,197",
North Carolina,202004,Persons with disabilities,"340,922",
North Carolina,202004,COVID newly-eligible,0,
North Carolina,202004,Unknown,0,
North Carolina,202005,Children,"1,251,232",
North Carolina,202005,Adult expansion group,0,
North Carolina,202005,Adult,"539,643",
North Carolina,202005,Aged,"193,727",
North Carolina,202005,Persons with disabilities,"340,433",
North Carolina,202005,COVID newly-eligible,0,
North Carolina,202005,Unknown,0,
North Carolina,202006,Children,"1,260,931",
North Carolina,202006,Adult expansion group,0,
North Carolina,202006,Adult,"552,645",
North Carolina,202006,Aged,"194,485",
North Carolina,202006,Persons with disabilities,"340,725",
North Carolina,202006,COVID newly-eligible,493,
North Carolina,202006,Unknown,0,
North Carolina,202007,Children,"1,272,170",
North Carolina,202007,Adult expansion group,0,
North Carolina,202007,Adult,"567,333",
North Carolina,202007,Aged,"196,037",
North Carolina,202007,Persons with disabilities,"341,004",
North Carolina,202007,COVID newly-eligible,802,
North Carolina,202007,Unknown,0,
North Carolina,202008,Children,"1,282,827",
North Carolina,202008,Adult expansion group,0,
North Carolina,202008,Adult,"582,256",
North Carolina,202008,Aged,"197,255",
North Carolina,202008,Persons with disabilities,"341,328",
North Carolina,202008,COVID newly-eligible,"1,288",
North Carolina,202008,Unknown,0,
North Carolina,202009,Children,"1,291,749",
North Carolina,202009,Adult expansion group,0,
North Carolina,202009,Adult,"595,293",
North Carolina,202009,Aged,"198,340",
North Carolina,202009,Persons with disabilities,"341,330",
North Carolina,202009,COVID newly-eligible,"3,965",
North Carolina,202009,Unknown,0,
North Carolina,202010,Children,"1,299,999",
North Carolina,202010,Adult expansion group,0,
North Carolina,202010,Adult,"607,691",
North Carolina,202010,Aged,"199,501",
North Carolina,202010,Persons with disabilities,"341,478",
North Carolina,202010,COVID newly-eligible,"5,456",
North Carolina,202010,Unknown,0,
North Carolina,202011,Children,"1,309,753",
North Carolina,202011,Adult expansion group,0,
North Carolina,202011,Adult,"622,865",
North Carolina,202011,Aged,"200,818",
North Carolina,202011,Persons with disabilities,"341,436",
North Carolina,202011,COVID newly-eligible,"7,645",
North Carolina,202011,Unknown,0,
North Carolina,202012,Children,"1,320,418",
North Carolina,202012,Adult expansion group,0,
North Carolina,202012,Adult,"639,000",
North Carolina,202012,Aged,"202,075",
North Carolina,202012,Persons with disabilities,"341,203",
North Carolina,202012,COVID newly-eligible,"9,838",
North Carolina,202012,Unknown,0,
North Dakota,201601,Children,"42,678",High Concern
North Dakota,201601,Adult expansion group,"21,092",High Concern
North Dakota,201601,Adult,"10,570",High Concern
North Dakota,201601,Aged,"8,144",High Concern
North Dakota,201601,Persons with disabilities,"10,837",High Concern
North Dakota,201601,COVID newly-eligible,0,High Concern
North Dakota,201601,Unknown,0,High Concern
North Dakota,201602,Children,"43,365",High Concern
North Dakota,201602,Adult expansion group,"20,927",High Concern
North Dakota,201602,Adult,"11,016",High Concern
North Dakota,201602,Aged,"8,102",High Concern
North Dakota,201602,Persons with disabilities,"10,839",High Concern
North Dakota,201602,COVID newly-eligible,0,High Concern
North Dakota,201602,Unknown,0,High Concern
North Dakota,201603,Children,"43,748",High Concern
North Dakota,201603,Adult expansion group,"21,150",High Concern
North Dakota,201603,Adult,"11,027",High Concern
North Dakota,201603,Aged,"8,155",High Concern
North Dakota,201603,Persons with disabilities,"10,859",High Concern
North Dakota,201603,COVID newly-eligible,0,High Concern
North Dakota,201603,Unknown,0,High Concern
North Dakota,201604,Children,"44,080",High Concern
North Dakota,201604,Adult expansion group,"21,297",High Concern
North Dakota,201604,Adult,"10,946",High Concern
North Dakota,201604,Aged,"8,158",High Concern
North Dakota,201604,Persons with disabilities,"10,861",High Concern
North Dakota,201604,COVID newly-eligible,0,High Concern
North Dakota,201604,Unknown,0,High Concern
North Dakota,201605,Children,"44,316",High Concern
North Dakota,201605,Adult expansion group,"21,387",High Concern
North Dakota,201605,Adult,"10,935",High Concern
North Dakota,201605,Aged,"8,212",High Concern
North Dakota,201605,Persons with disabilities,"10,888",High Concern
